Level,Description,SeriesRefSNDQ,Quarter,Weight, Amount 
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2015Q4,0.0026222,163.009
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2015Q4,0.0082438,525.958
Industry groups,Printing,SG01RSC04B01CC4,2015Q4,0.0025602,143.136
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2015Q4,0.0207056,928.325
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2015Q4,0.0043593,287.627
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2015Q4,0.0107809,652.649
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2015Q4,0.0170304,1008.897
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2015Q4,0.0026267,160.584
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2015Q4,0.0300421,1693.117
Industry groups,Construction,SG01RSC04B01EE1,2015Q4,0.0593621,3356.232
Industry groups,Wholesale trade,SG01RSC04B01FF1,2015Q4,0.050257,2884.796
Industry groups,Retail trade,SG01RSC04B01GH1,2015Q4,0.0433872,2670.665
Industry groups,Accommodation services,SG01RSC04B01GH2,2015Q4,0.0207315,1197.609
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2015Q4,0.0485844,2540.907
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2015Q4,0.0264993,2181.022
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2015Q4,0.054681,3219.462
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2015Q4,0.0708724,3921.371
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2015Q4,0.0709097,3912.831
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2015Q4,0.078029,4580.121
Industry groups,Administrative and support services,SG01RSC04B01MN2,2015Q4,0.0191326,1115.965
Industry groups,Local Government administration,SG01RSC04B01OO1,2015Q4,0.0047115,291.098
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2015Q4,0.0357092,2170.888
Industry groups,Education and training,SG01RSC04B01PP1,2015Q4,0.0447673,2334.559
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2015Q4,0.0593375,3310.618
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2015Q4,0.0136869,793.495
Industry groups,Other services,SG01RSC04B01RS2,2015Q4,0.0184459,971.676
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2015Q4,0.0841293,4322.611
Industry groups,Agriculture,SG01RSC04B01AA1,2016Q1,0.030119,2402.978
Industry groups,Forestry and logging,SG01RSC04B01AA2,2016Q1,0.0061088,356.643
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2016Q1,0.0084844,491.508
Industry groups,Mining,SG01RSC04B01BB1,2016Q1,0.0093126,763.462
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2016Q1,0.04377,1849.688
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2016Q1,0.0026222,165.313
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2016Q1,0.0082438,521.365
Industry groups,Printing,SG01RSC04B01CC4,2016Q1,0.0025602,148.445
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2016Q1,0.0207056,940.928
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2016Q1,0.0043593,276.134
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2016Q1,0.0107809,648.955
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2016Q1,0.0170304,1016.76
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2016Q1,0.0026267,156.642
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2016Q1,0.0300421,1703.021
Industry groups,Construction,SG01RSC04B01EE1,2016Q1,0.0593621,3495.914
Industry groups,Wholesale trade,SG01RSC04B01FF1,2016Q1,0.050257,2885.006
Industry groups,Retail trade,SG01RSC04B01GH1,2016Q1,0.0433872,2707.833
Industry groups,Accommodation services,SG01RSC04B01GH2,2016Q1,0.0207315,1211.788
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2016Q1,0.0485844,2599.002
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2016Q1,0.0264993,2172.19
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2016Q1,0.054681,3215.373
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2016Q1,0.0708724,4032.558
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2016Q1,0.0709097,3963.132
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2016Q1,0.078029,4653.696
Industry groups,Administrative and support services,SG01RSC04B01MN2,2016Q1,0.0191326,1187.345
Industry groups,Local Government administration,SG01RSC04B01OO1,2016Q1,0.0047115,295.454
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2016Q1,0.0357092,2173.606
Industry groups,Education and training,SG01RSC04B01PP1,2016Q1,0.0447673,2339.827
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2016Q1,0.0593375,3385.678
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2016Q1,0.0136869,772.394
Industry groups,Other services,SG01RSC04B01RS2,2016Q1,0.0184459,979.039
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2016Q1,0.0841293,4380.386
Industry groups,Agriculture,SG01RSC04B01AA1,2016Q2,0.0409265,2440.473
Industry groups,Forestry and logging,SG01RSC04B01AA2,2016Q2,0.0062616,349.508
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2016Q2,0.0082992,492.616
Industry groups,Mining,SG01RSC04B01BB1,2016Q2,0.0091504,728.955
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2016Q2,0.0335217,1779.429
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2016Q2,0.0026859,150.945
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2016Q2,0.0079648,529.16
Industry groups,Printing,SG01RSC04B01CC4,2016Q2,0.002633,156.652
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2016Q2,0.0189187,922.877
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2016Q2,0.0041904,290.148
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2016Q2,0.0110373,658.409
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2016Q2,0.0169183,1027.995
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2016Q2,0.0028654,172.542
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2016Q2,0.0290312,1686.158
Industry groups,Construction,SG01RSC04B01EE1,2016Q2,0.0617214,3552.132
Industry groups,Wholesale trade,SG01RSC04B01FF1,2016Q2,0.0480971,2911.258
Industry groups,Retail trade,SG01RSC04B01GH1,2016Q2,0.0454084,2754.036
Industry groups,Accommodation services,SG01RSC04B01GH2,2016Q2,0.02222,1217.26
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2016Q2,0.0450693,2572.532
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2016Q2,0.024799,2129.356
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2016Q2,0.0533886,3241.311
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2016Q2,0.0732235,4047.367
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2016Q2,0.0711128,4018.774
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2016Q2,0.0797974,4738.819
Industry groups,Administrative and support services,SG01RSC04B01MN2,2016Q2,0.019628,1183.322
Industry groups,Local Government administration,SG01RSC04B01OO1,2016Q2,0.004852,297.856
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2016Q2,0.0353104,2162.464
Industry groups,Education and training,SG01RSC04B01PP1,2016Q2,0.0439422,2345.179
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2016Q2,0.05855,3450.955
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2016Q2,0.0131675,765.836
Industry groups,Other services,SG01RSC04B01RS2,2016Q2,0.0187931,991.704
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2016Q2,0.0865147,4486.398
Industry groups,Agriculture,SG01RSC04B01AA1,2016Q3,0.0409265,2333.806
Industry groups,Forestry and logging,SG01RSC04B01AA2,2016Q3,0.0062616,372.088
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2016Q3,0.0082992,502.94
Industry groups,Mining,SG01RSC04B01BB1,2016Q3,0.0091504,712.817
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2016Q3,0.0335217,1862.26
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2016Q3,0.0026859,146.92
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2016Q3,0.0079648,526.27
Industry groups,Printing,SG01RSC04B01CC4,2016Q3,0.002633,151.631
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2016Q3,0.0189187,1010.73
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2016Q3,0.0041904,278.805
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2016Q3,0.0110373,654.485
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2016Q3,0.0169183,1054.928
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2016Q3,0.0028654,176.242
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2016Q3,0.0290312,1695.895
Industry groups,Construction,SG01RSC04B01EE1,2016Q3,0.0617214,3555.784
Industry groups,Wholesale trade,SG01RSC04B01FF1,2016Q3,0.0480971,2948.04
Industry groups,Retail trade,SG01RSC04B01GH1,2016Q3,0.0454084,2775.489
Industry groups,Accommodation services,SG01RSC04B01GH2,2016Q3,0.02222,1255.552
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2016Q3,0.0450693,2661.332
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2016Q3,0.024799,2082.954
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2016Q3,0.0533886,3260.948
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2016Q3,0.0732235,4065.939
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2016Q3,0.0711128,4078.836
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2016Q3,0.0797974,4804.976
Industry groups,Administrative and support services,SG01RSC04B01MN2,2016Q3,0.019628,1201.182
Industry groups,Local Government administration,SG01RSC04B01OO1,2016Q3,0.004852,303.114
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2016Q3,0.0353104,2183.824
Industry groups,Education and training,SG01RSC04B01PP1,2016Q3,0.0439422,2350.923
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2016Q3,0.05855,3462.042
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2016Q3,0.0131675,752.086
Industry groups,Other services,SG01RSC04B01RS2,2016Q3,0.0187931,1013.627
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2016Q3,0.0865147,4491.454
Industry groups,Agriculture,SG01RSC04B01AA1,2016Q4,0.0409265,2330.905
Industry groups,Forestry and logging,SG01RSC04B01AA2,2016Q4,0.0062616,348.978
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2016Q4,0.0082992,494.725
Industry groups,Mining,SG01RSC04B01BB1,2016Q4,0.0091504,718.204
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2016Q4,0.0335217,1870.132
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2016Q4,0.0026859,144.263
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2016Q4,0.0079648,517.128
Industry groups,Printing,SG01RSC04B01CC4,2016Q4,0.002633,156.589
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2016Q4,0.0189187,1008.636
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2016Q4,0.0041904,273.62
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2016Q4,0.0110373,677.984
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2016Q4,0.0169183,1044.774
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2016Q4,0.0028654,181.912
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2016Q4,0.0290312,1677.912
Industry groups,Construction,SG01RSC04B01EE1,2016Q4,0.0617214,3612.054
Industry groups,Wholesale trade,SG01RSC04B01FF1,2016Q4,0.0480971,2947.499
Industry groups,Retail trade,SG01RSC04B01GH1,2016Q4,0.0454084,2795.515
Industry groups,Accommodation services,SG01RSC04B01GH2,2016Q4,0.02222,1262.247
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2016Q4,0.0450693,2640.659
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2016Q4,0.024799,2058.878
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2016Q4,0.0533886,3321.057
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2016Q4,0.0732235,4085.561
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2016Q4,0.0711128,4141.131
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2016Q4,0.0797974,4835.038
Industry groups,Administrative and support services,SG01RSC04B01MN2,2016Q4,0.019628,1238.044
Industry groups,Local Government administration,SG01RSC04B01OO1,2016Q4,0.004852,304.358
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2016Q4,0.0353104,2189.598
Industry groups,Education and training,SG01RSC04B01PP1,2016Q4,0.0439422,2357.06
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2016Q4,0.05855,3505.214
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2016Q4,0.0131675,815.479
Industry groups,Other services,SG01RSC04B01RS2,2016Q4,0.0187931,1067.258
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2016Q4,0.0865147,4517.535
Industry groups,Agriculture,SG01RSC04B01AA1,2017Q1,0.0409265,2392.91
Industry groups,Forestry and logging,SG01RSC04B01AA2,2017Q1,0.0062616,357.34
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2017Q1,0.0082992,496.106
Industry groups,Mining,SG01RSC04B01BB1,2017Q1,0.0091504,701.95
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2017Q1,0.0335217,1811.529
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2017Q1,0.0026859,146.002
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2017Q1,0.0079648,526.504
Industry groups,Printing,SG01RSC04B01CC4,2017Q1,0.002633,147.28
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2017Q1,0.0189187,985.238
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2017Q1,0.0041904,270.724
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2017Q1,0.0110373,668.633
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2017Q1,0.0169183,1091.734
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2017Q1,0.0028654,177.222
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2017Q1,0.0290312,1693.728
Industry groups,Construction,SG01RSC04B01EE1,2017Q1,0.0617214,3640.487
Industry groups,Wholesale trade,SG01RSC04B01FF1,2017Q1,0.0480971,2993.558
Industry groups,Retail trade,SG01RSC04B01GH1,2017Q1,0.0454084,2855.865
Industry groups,Accommodation services,SG01RSC04B01GH2,2017Q1,0.02222,1294.59
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2017Q1,0.0450693,2611.99
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2017Q1,0.024799,2064.771
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2017Q1,0.0533886,3353.782
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2017Q1,0.0732235,4122.464
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2017Q1,0.0711128,4209.433
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2017Q1,0.0797974,4949.688
Industry groups,Administrative and support services,SG01RSC04B01MN2,2017Q1,0.019628,1246.172
Industry groups,Local Government administration,SG01RSC04B01OO1,2017Q1,0.004852,306.674
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2017Q1,0.0353104,2216.815
Industry groups,Education and training,SG01RSC04B01PP1,2017Q1,0.0439422,2363.589
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2017Q1,0.05855,3544.161
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2017Q1,0.0131675,779.184
Industry groups,Other services,SG01RSC04B01RS2,2017Q1,0.0187931,1074.875
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2017Q1,0.0865147,4562.589
Industry groups,Agriculture,SG01RSC04B01AA1,2017Q2,0.0432937,2206.085
Industry groups,Forestry and logging,SG01RSC04B01AA2,2017Q2,0.0072087,391.993
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2017Q2,0.0085347,515.458
Industry groups,Mining,SG01RSC04B01BB1,2017Q2,0.0097317,724.23
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2017Q2,0.0367848,2029.439
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2017Q2,0.0023194,142.629
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2017Q2,0.0078623,523.722
Industry groups,Printing,SG01RSC04B01CC4,2017Q2,0.0023153,143.699
